AC_Name,AC_No,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
MANJESHWAR,1,1,A K M ASHRAF,Indian Union Muslim League,65190,568,65758,38.14
MANJESHWAR,1,2,V V RAMESHAN,Communist Party of India  (Marxist),40098,541,40639,23.57
MANJESHWAR,1,3,K SURENDRAN,Bharatiya Janata Party,64000,1013,65013,37.7
MANJESHWAR,1,4,PRAVEEN KUMAR S,Anna Democratic Human Rights Movement Party of India,250,1,251,0.15
MANJESHWAR,1,5,JOHN D SOUZA I,Independent,180,1,181,0.1
MANJESHWAR,1,6,SURENDRAN M S/o PADMAVATHI M,Independent,196,1,197,0.11
MANJESHWAR,1,7,NOTA,None of the Above,387,0,387,0.22
KASARAGOD,2,1,N A NELLIKKUNNU,Indian Union Muslim League,62824,472,63296,43.8
KASARAGOD,2,2,VIJAYA K P,Bahujan Samaj Party,664,15,679,0.47
KASARAGOD,2,3,ADV K SHREEKANTH,Bharatiya Janata Party,49737,658,50395,34.88
KASARAGOD,2,4,RANJITH RAJ M,Anna Democratic Human Rights Movement Party of India,545,10,555,0.38
KASARAGOD,2,5,M A LATHEEF,Indian National League,28028,295,28323,19.6
KASARAGOD,2,6,NISHANTH KUMAR I B,Independent,412,5,417,0.29
KASARAGOD,2,7,SUDHAKARAN K,Independent,192,4,196,0.14
KASARAGOD,2,8,NOTA,None of the Above,629,10,639,0.44
UDMA,3,1,C H KUNHAMBU,Communist Party of India  (Marxist),76733,1931,78664,47.58
UDMA,3,2,BALAKRISHNAN PERIYE,Indian National Congress,64117,1225,65342,39.52
UDMA,3,3,A VELAYUDHAN,Bharatiya Janata Party,19978,382,20360,12.31
UDMA,3,4,GOVINDAN B ALINTHAZE,Ambedkarite Party of India,189,5,194,0.12
UDMA,3,5,KUNHAMBU K  S/o Kuttappan K C,Independent,134,6,140,0.08
UDMA,3,6,RAMESHAN K,Independent,204,3,207,0.13
UDMA,3,7,NOTA,None of the Above,430,4,434,0.26
KANHANGAD,4,1,E CHANDRASHEKARAN,Communist Party of India,82189,2426,84615,50.72
KANHANGAD,4,2,BALRAJ,Bharatiya Janata Party,21119,451,21570,12.93
KANHANGAD,4,3,P V SURESH,Indian National Congress,56112,1364,57476,34.45
KANHANGAD,4,4,ABDUL SAMAD. T S/o T KUNHAMU HAJI,SOCIAL DEMOCRATIC PARTY OF INDIA,774,1,775,0.46
KANHANGAD,4,5,T ABDUL SAMAD S/o T KUNHIKOYA HAJI,Janata Dal  (United),86,1,87,0.05
KANHANGAD,4,6,RESHMA KARIVEDAKAM,Anna Democratic Human Rights Movement Party of India,181,4,185,0.11
KANHANGAD,4,7,AUGUSTIN,Independent,495,37,532,0.32
KANHANGAD,4,8,KRISHNAN PARAPPACHAL,Independent,347,10,357,0.21
TRIKARIPUR,5,1,M RAJAGOPALAN,Communist Party of India  (Marxist),82556,3595,86151,53.71
TRIKARIPUR,5,2,SHIBIN T V,Bharatiya Janata Party,10621,340,10961,6.83
TRIKARIPUR,5,3,M P JOSEPH,Kerala Congress,58200,1814,60014,37.41
TRIKARIPUR,5,4,T MAHESH MASTER,Welfare Party Of India,799,18,817,0.51
TRIKARIPUR,5,5,LIYAKATHALI P,SOCIAL DEMOCRATIC PARTY OF INDIA,1188,23,1211,0.75
TRIKARIPUR,5,6,SUDHAN VELLARIKKUND,Anna Democratic Human Rights Movement Party of India,104,12,116,0.07
TRIKARIPUR,5,7,JOY JOHN,Independent,352,10,362,0.23
TRIKARIPUR,5,8,M V JOSEPH,Independent,192,26,218,0.14
PAYYANNUR,6,1,M PRADEEP KUMAR,Indian National Congress,42723,1192,43915,29.29
PAYYANNUR,6,2,T  I MADHUSOODANAN,Communist Party of India  (Marxist),89909,3786,93695,62.49
PAYYANNUR,6,3,Adv  K K SREEDHARAN,Bharatiya Janata Party,11048,260,11308,7.54
PAYYANNUR,6,4,ABHILASH K V,Independent,334,7,341,0.23
PAYYANNUR,6,5,NOTA,None of the Above,653,33,686,0.46
KALLIASSERI,7,1,ARUN KAITHAPRAM,Bharatiya Janata Party,11135,230,11365,7.81
KALLIASSERI,7,2,ADV. BRIJESH KUMAR,Indian National Congress,42785,1074,43859,30.13
KALLIASSERI,7,3,M VIJIN,Communist Party of India  (Marxist),85304,2948,88252,60.62
KALLIASSERI,7,4,FAIZAL MADAYI,Welfare Party Of India,1141,28,1169,0.8
KALLIASSERI,7,5,BRIJESHKUMAR M.  S/o AMBU,Independent,272,2,274,0.19
KALLIASSERI,7,6,NOTA,None of the Above,647,19,666,0.46
TALIPARAMBA,8,1,M V GOVINDAN MASTER,Communist Party of India  (Marxist),89248,3622,92870,52.14
TALIPARAMBA,8,2,A P GANGADHARAN,Bharatiya Janata Party,12737,321,13058,7.33
TALIPARAMBA,8,3,ADV. V P ABDUL RASHEED,Indian National Congress,68539,1642,70181,39.4
TALIPARAMBA,8,4,ABDUL RASHEED  S/o ISMAIL,Independent,364,1,365,0.2
TALIPARAMBA,8,5,GOVINDAN KARAYAPATH,Independent,138,12,150,0.08
TALIPARAMBA,8,6,C BALAKRISHNAN YADAV,Independent,186,5,191,0.11
TALIPARAMBA,8,7,SHIJITH K O P,Independent,497,11,508,0.29
TALIPARAMBA,8,8,NOTA,None of the Above,773,16,789,0.44
IRIKKUR,9,1,ANIAMMA TEACHER,Bharatiya Janata Party,7608,217,7825,5.13
IRIKKUR,9,2,SAJI KUTTIYANIMATTAM,Kerala Congress  (M),64467,2287,66754,43.77
IRIKKUR,9,3,Adv. Sajeev Joseph,Indian National Congress,74194,2570,76764,50.33
IRIKKUR,9,4,CHACKO KARIMBIL,Independent,295,16,311,0.2
IRIKKUR,9,5,Joy John,Independent,123,5,128,0.08
IRIKKUR,9,6,SAJAN KUTTIYANIKKAL,Independent,268,7,275,0.18
IRIKKUR,9,7,NOTA,None of the Above,449,10,459,0.3
AZHIKODE,10,1,K Ranjith,Bharatiya Janata Party,15403,338,15741,10.86
AZHIKODE,10,2,K M Shaji,Indian Union Muslim League,58490,1163,59653,41.17
AZHIKODE,10,3,K V Sumesh,Communist Party of India  (Marxist),63895,1899,65794,45.41
AZHIKODE,10,4,ABDUL JABBAR K K,SOCIAL DEMOCRATIC PARTY OF INDIA,2348,9,2357,1.63
AZHIKODE,10,5,RESMI RAVI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),224,2,226,0.16
AZHIKODE,10,6,Pavithran Kurikkalot,Independent,41,7,48,0.03
AZHIKODE,10,7,Prasad V P,Independent,96,8,104,0.07
AZHIKODE,10,8,K M SHAJI (MAMBA),Independent,256,21,277,0.19
KANNUR,11,1,ARCHANA VANDICHAL,Bharatiya Janata Party,11340,241,11581,8.64
KANNUR,11,2,SATHEESHAN PACHENI,Indian National Congress,56953,1615,58568,43.68
KANNUR,11,3,T K GANESH BABU,New Labour Party,709,7,716,0.53
KANNUR,11,4,RAMACHANDRAN KADANNAPPALLI,Congress  (Secular),58505,1808,60313,44.98
KANNUR,11,5,B SHAMSUDHEEN MOULAVI,SOCIAL DEMOCRATIC PARTY OF INDIA,2061,8,2069,1.54
KANNUR,11,6,RAMACHANDRAN P V,Independent,106,1,107,0.08
KANNUR,11,7,SATHEESAN P,Independent,134,13,147,0.11
KANNUR,11,8,N K SURENDRAN,Independent,83,1,84,0.06
DHARMADAM,12,1,C. K. Padmanabhan,Bharatiya Janata Party,14352,271,14623,9.13
DHARMADAM,12,2,Pinarayi Vijayan,Communist Party of India  (Marxist),92140,3382,95522,59.61
DHARMADAM,12,3,C. Raghunathan,Indian National Congress,44089,1310,45399,28.33
DHARMADAM,12,4,Basheer Kannadiparamba,SOCIAL DEMOCRATIC PARTY OF INDIA,2266,14,2280,1.42
DHARMADAM,12,5,Chovva Raghunathan,Independent,136,1,137,0.09
DHARMADAM,12,6,Valayar Bhagyavathi,Independent,1720,33,1753,1.09
DHARMADAM,12,7,C. P. Maharoof,Independent,66,6,72,0.04
DHARMADAM,12,8,Vadi Harindran,Independent,53,8,61,0.04
THALASSERY,13,1,M. P. ARAVINDAKSHAN,Indian National Congress,43811,1198,45009,33.84
THALASSERY,13,2,Adv. A. N. SHAMSEER,Communist Party of India  (Marxist),79628,2182,81810,61.52
THALASSERY,13,3,SHAMSEER IBRAHIM,Welfare Party Of India,1945,18,1963,1.48
THALASSERY,13,4,ARAVINDHAKSHAN S/o KAUSU,Independent,522,11,533,0.4
THALASSERY,13,5,C. O. T. NASEER,Independent,1127,36,1163,0.87
THALASSERY,13,6,HARIDASAN,Independent,189,9,198,0.15
THALASSERY,13,7,NOTA,None of the Above,2283,30,2313,1.74
KUTHUPARAMBA,14,1,POTTANKANDI ABDULLA,Indian Union Muslim League,59720,1365,61085,39.23
KUTHUPARAMBA,14,2,C. SADANANDAN MASTER,Bharatiya Janata Party,20795,417,21212,13.62
KUTHUPARAMBA,14,3,K.P. MOHANAN,Loktantrik Janta Dal,68472,2154,70626,45.36
KUTHUPARAMBA,14,4,ABDULLA PUTHIYAPARAMBATH,Independent,379,10,389,0.25
KUTHUPARAMBA,14,5,MOHANAN KUNHIPARAMBATH MEETHAL,Independent,1334,26,1360,0.87
KUTHUPARAMBA,14,6,MOHANAN K.P. KAITHAVECHA PARAMBATH,Independent,515,28,543,0.35
KUTHUPARAMBA,14,7,NOTA,None of the Above,489,5,494,0.32
MATTANNUR,15,1,ILLIKKAL AUGUSTHY,Revolutionary Socialist Party,34195,971,35166,22.67
MATTANNUR,15,2,BIJU ELAKKUZHI,Bharatiya Janata Party,17815,408,18223,11.75
MATTANNUR,15,3,K K SHAILAJA TEACHER,Communist Party of India  (Marxist),93007,3122,96129,61.97
MATTANNUR,15,4,RAFEEK KEECHERY,SOCIAL DEMOCRATIC PARTY OF INDIA,4173,28,4201,2.71
MATTANNUR,15,5,AGUSTHY N A,Independent,603,16,619,0.4
MATTANNUR,15,6,NOTA,None of the Above,781,15,796,0.51
PERAVOOR,16,1,K V Sakkeer Hussain,Communist Party of India  (Marxist),61942,1592,63534,44.7
PERAVOOR,16,2,Adv. Sunny Joseph,Indian National Congress,64784,1922,66706,46.93
PERAVOOR,16,3,Smitha Jayamohan,Bharatiya Janata Party,8956,199,9155,6.44
PERAVOOR,16,4,A C Jalaluddeen,SOCIAL DEMOCRATIC PARTY OF INDIA,1530,11,1541,1.08
PERAVOOR,16,5,John Pallikkamalil,Secular Democratic Congress,88,4,92,0.06
PERAVOOR,16,6,P K Saji,New Labour Party,104,2,106,0.07
PERAVOOR,16,7,Narayanakumar,Independent,55,5,60,0.04
PERAVOOR,16,8,Sakkeer E K   S/o Asiya,Independent,101,15,116,0.08
MANANTHAVADY,17,1,O.R.KELU,Communist Party of India  (Marxist),70807,1729,72536,47.54
MANANTHAVADY,17,2,P.K.Jayalakshmi,Indian National Congress,61741,1513,63254,41.46
MANANTHAVADY,17,3,Palliyara Mukundan,Bharatiya Janata Party,12911,231,13142,8.61
MANANTHAVADY,17,4,Vijaya Cheloor,Bahujan Samaj Party,188,2,190,0.12
MANANTHAVADY,17,5,Babitha Sreenu,SOCIAL DEMOCRATIC PARTY OF INDIA,1966,26,1992,1.31
MANANTHAVADY,17,6,Kelu K.K. S/o Kunkan,Independent,274,14,288,0.19
MANANTHAVADY,17,7,Lakshmi,Independent,374,8,382,0.25
MANANTHAVADY,17,8,NOTA,None of the Above,792,5,797,0.52
SULTHANBATHERY,18,1,C.K JANU,Bharatiya Janata Party,14934,264,15198,9.08
SULTHANBATHERY,18,2,I.C BALAKRISHNAN,Indian National Congress,79152,1925,81077,48.42
SULTHANBATHERY,18,3,M.S VISWANATHAN,Communist Party of India  (Marxist),67616,1639,69255,41.36
SULTHANBATHERY,18,4,ONDAN PANIYAN,Independent,730,12,742,0.44
SULTHANBATHERY,18,5,NOTA,None of the Above,1142,18,1160,0.69
KALPETTA,19,1,ASWIN BHIMNATH,Bahujan Samaj Party,915,13,928,0.61
KALPETTA,19,2,Adv.T SIDDIQU,Indian National Congress,68845,1407,70252,46.15
KALPETTA,19,3,SUBEESH T M,Bharatiya Janata Party,13868,245,14113,9.27
KALPETTA,19,4,M.V.SHREYAMSKUMAR,Loktantrik Janta Dal,63392,1390,64782,42.56
KALPETTA,19,5,SUNIL VAIDYAR,Anna Democratic Human Rights Movement Party of India,444,11,455,0.3
KALPETTA,19,6,SHYLESH.K,Independent,204,6,210,0.14
KALPETTA,19,7,T.SIDIQUE S/o ABDULLA,Independent,634,7,641,0.42
KALPETTA,19,8,NOTA,None of the Above,809,19,828,0.54
VADAKARA,20,1,ADVOCATE M. RAJESH KUMAR,Bharatiya Janata Party,10033,192,10225,7.48
VADAKARA,20,2,MANAYATH CHANDRAN,Loktantrik Janta Dal,55672,1930,57602,42.15
VADAKARA,20,3,MUSTHAFA PALERI,SOCIAL DEMOCRATIC PARTY OF INDIA,2820,16,2836,2.08
VADAKARA,20,4,K.K.REMA,Revolutionary Marxist Party of India,63418,1675,65093,47.63
VADAKARA,20,5,GANGADHARAN MADAPPALLY,Independent,182,4,186,0.14
VADAKARA,20,6,VELLUPARAMBATH CHANDRAN,Independent,60,3,63,0.05
VADAKARA,20,7,RAMA KUNIYIL,Independent,112,14,126,0.09
VADAKARA,20,8,RAMA CHERIYA KAYYIL,Independent,50,2,52,0.04
KUTTIADI,21,1,K P KUNHAMMED KUTTI MASTER,Communist Party of India  (Marxist),77265,2878,80143,47.2
KUTTIADI,21,2,PARAKKAL ABDULLA,Indian Union Muslim League,77561,2249,79810,47.01
KUTTIADI,21,3,P P MURALI MASTER,Bharatiya Janata Party,8919,220,9139,5.38
KUTTIADI,21,4,ABDULLA S/o POKKER,Independent,75,0,75,0.04
KUTTIADI,21,5,K K KUNHAMMAD KUTTY,Independent,70,10,80,0.05
KUTTIADI,21,6,V P PRATHEESH,Independent,103,5,108,0.06
KUTTIADI,21,7,SURESH BABU M K,Independent,125,3,128,0.08
KUTTIADI,21,8,NOTA,None of the Above,282,14,296,0.17
NADAPURAM,22,1,ADV. K. PRAVEEN KUMAR,Indian National Congress,77103,2155,79258,45.16
NADAPURAM,22,2,M. P. RAJAN,Bharatiya Janata Party,10320,217,10537,6
NADAPURAM,22,3,E. K. VIJAYAN,Communist Party of India,80571,2722,83293,47.46
NADAPURAM,22,4,K. K. NASAR MASTER,SOCIAL DEMOCRATIC PARTY OF INDIA,1654,22,1676,0.95
NADAPURAM,22,5,SREEDHARAN K K,National Labour Party,163,2,165,0.09
NADAPURAM,22,6,T.PRAVEEN KUMAR S/O KANNAN,Independent,256,2,258,0.15
NADAPURAM,22,7,NOTA,None of the Above,307,9,316,0.18
QUILANDY,23,1,Kanathil Jameela,Communist Party of India  (Marxist),73406,2222,75628,46.66
QUILANDY,23,2,N.P. Radhakrishnan,Bharatiya Janata Party,17213,342,17555,10.83
QUILANDY,23,3,N. Subramaniyan,Indian National Congress,65807,1349,67156,41.43
QUILANDY,23,4,Praveen Cheruvath,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),221,0,221,0.14
QUILANDY,23,5,Jameela. P.P.,Independent,646,5,651,0.4
QUILANDY,23,6,Subrahmanyan Kanaran,Independent,380,1,381,0.24
QUILANDY,23,7,NOTA,None of the Above,482,10,492,0.3
PERAMBRA,24,1,T.P.  RAMAKRISHNAN,Communist Party of India  (Marxist),82691,3332,86023,52.54
PERAMBRA,24,2,ADV. K V SUDHEER,Bharatiya Janata Party,10834,331,11165,6.82
PERAMBRA,24,3,ISMAIL KAMMANA,SOCIAL DEMOCRATIC PARTY OF INDIA,1441,24,1465,0.89
PERAMBRA,24,4,C H EBRAHIMKUTTY S/O KUNJAMMED,Independent,61530,1901,63431,38.74
PERAMBRA,24,5,IBRAHIMKUTTY M  S/O  POKKER,Independent,900,15,915,0.56
PERAMBRA,24,6,V K CHANDRAN,Independent,275,5,280,0.17
PERAMBRA,24,7,NOTA,None of the Above,449,9,458,0.28
BALUSSERI,25,1,JOBISH BALUSSERY,Bahujan Samaj Party,465,11,476,0.26
BALUSSERI,25,2,DHARMAJAN BOLGATTY,Indian National Congress,69145,2322,71467,39.28
BALUSSERI,25,3,LIBIN BALUSSERY,Bharatiya Janata Party,16033,457,16490,9.06
BALUSSERI,25,4,Adv. K.M. SACHINDEV,Communist Party of India  (Marxist),88612,3227,91839,50.47
BALUSSERI,25,5,CHANDRIKA,Welfare Party Of India,856,33,889,0.49
BALUSSERI,25,6,MOHANDAS UNNIKULAM,Republican Party of India (A),109,6,115,0.06
BALUSSERI,25,7,DHARMENDRAN,Independent,235,12,247,0.14
BALUSSERI,25,8,NOTA,None of the Above,397,34,431,0.24
ELATHUR,26,1,T P Jayachandran Master,Bharatiya Janata Party,31056,954,32010,19.48
ELATHUR,26,2,A .K Saseendran,Nationalist Congress Party,80607,3032,83639,50.89
ELATHUR,26,3,TAHIR MOKKANDI,Welfare Party Of India,1911,89,2000,1.22
ELATHUR,26,4,RADHAKRISHNAN P K,Independent,548,32,580,0.35
ELATHUR,26,5,Sulphikar Mayoori,Independent,43621,1516,45137,27.46
ELATHUR,26,6,NOTA,None of the Above,960,24,984,0.6
KOZHIKODE NORTH,27,1,K M ABHIJITH,Indian National Congress,44759,1437,46196,33.58
KOZHIKODE NORTH,27,2,M T RAMESH,Bharatiya Janata Party,30241,711,30952,22.5
KOZHIKODE NORTH,27,3,Thottathil Ravindran,Communist Party of India  (Marxist),57357,1767,59124,42.98
KOZHIKODE NORTH,27,4,K RAHIM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),152,4,156,0.11
KOZHIKODE NORTH,27,5,N ABHIJITH,Independent,328,0,328,0.24
KOZHIKODE NORTH,27,6,V P RAMESH,Independent,84,12,96,0.07
KOZHIKODE NORTH,27,7,A RAMESH,Independent,94,10,104,0.08
KOZHIKODE NORTH,27,8,URANDIYIL RAVEENDRAN,Independent,75,15,90,0.07
KOZHIKODE SOUTH,28,1,NAVYA HARIDAS,Bharatiya Janata Party,24314,559,24873,20.89
KOZHIKODE SOUTH,28,2,ADV. NOORBEENA RASHEED,Indian Union Muslim League,39393,705,40098,33.68
KOZHIKODE SOUTH,28,3,AHAMMAD DEVARKOVIL,Indian National League,51582,975,52557,44.15
KOZHIKODE SOUTH,28,4,P. HAREENDRANATH,Democratic Social Justice Party,392,18,410,0.34
KOZHIKODE SOUTH,28,5,ADV. MUBEENA,Independent,503,10,513,0.43
KOZHIKODE SOUTH,28,6,NOTA,None of the Above,585,18,603,0.51
BEYPORE,29,1,ABDUL GAFOOR K. K,Bahujan Samaj Party,269,3,272,0.16
BEYPORE,29,2,Adv. P. M NIYAS,Indian National Congress,52579,839,53418,32.33
BEYPORE,29,3,Adv. PRAKASHBABU,Bharatiya Janata Party,25822,445,26267,15.9
BEYPORE,29,4,Adv. P. A  MOHAMED RIYAS,Communist Party of India  (Marxist),80505,1660,82165,49.73
BEYPORE,29,5,JAMAL CHALIYAM,SOCIAL DEMOCRATIC PARTY OF INDIA,2015,14,2029,1.23
BEYPORE,29,6,E.M NIYAS S/o  SALEEM BABU,Independent,159,3,162,0.1
BEYPORE,29,7,NIYAS K S/o KOYA KUNIYIL,Independent,106,5,111,0.07
BEYPORE,29,8,P. P MUHAMMAD RIYAS S/o MAMUKKOYA,Independent,160,5,165,0.1
KUNNAMANGALAM,30,1,ADV: V.K. SAJEEVAN,Bharatiya Janata Party,27048,624,27672,14.28
KUNNAMANGALAM,30,2,E. P. ANWAR SADATH,Welfare Party Of India,1026,31,1057,0.55
KUNNAMANGALAM,30,3,ABDUL VAHID,SOCIAL DEMOCRATIC PARTY OF INDIA,1276,23,1299,0.67
KUNNAMANGALAM,30,4,ABDUL RAHEEM P S/o. ABDUL KAREEM,Independent,210,12,222,0.11
KUNNAMANGALAM,30,5,ABDUL RAHEEM S/o. HASSAN KOYA,Independent,725,13,738,0.38
KUNNAMANGALAM,30,6,DINESH PERUMANNA,Independent,72998,1864,74862,38.62
KUNNAMANGALAM,30,7,DINESHAN PAKKATH,Independent,972,49,1021,0.53
KUNNAMANGALAM,30,8,DINESAN MUNDAKKAL,Independent,222,3,225,0.12
KODUVALLY,31,1,T BALASOMAN,Bharatiya Janata Party,9227,271,9498,6.28
KODUVALLY,31,2,DR. M.K MUNEER,Indian Union Muslim League,70193,2143,72336,47.86
KODUVALLY,31,3,MUSTHAFA KOMMERI,SOCIAL DEMOCRATIC PARTY OF INDIA,1734,35,1769,1.17
KODUVALLY,31,4,SHAHIN K C,Samajwadi Forward Bloc,69,5,74,0.05
KODUVALLY,31,5,ABDUL MUNEER,Independent,86,0,86,0.06
KODUVALLY,31,6,SALEEM NECHOLE,Independent,91,1,92,0.06
KODUVALLY,31,7,ABDUL RAZAK K S/O AHMAD KUTTY,Independent,379,2,381,0.25
KODUVALLY,31,8,KARAT RAZACK,Independent,64114,1878,65992,43.66
THIRUVAMBADY,32,1,C. P. Cheriya Muhammed,Indian Union Muslim League,61469,1755,63224,44.21
THIRUVAMBADY,32,2,Baby Ambattu,Bharatiya Janata Party,7632,162,7794,5.45
THIRUVAMBADY,32,3,Linto Joseph,Communist Party of India  (Marxist),66017,1850,67867,47.46
THIRUVAMBADY,32,4,K. P. Cheriya Muhammed S/o Kunhoyi,Independent,1100,21,1121,0.78
THIRUVAMBADY,32,5,Prof.George Mathew Thottathimyalil,Independent,74,4,78,0.05
THIRUVAMBADY,32,6,Linto Joseph S/o Sali,Independent,550,29,579,0.4
THIRUVAMBADY,32,7,Lenilal. T. D.,Independent,78,2,80,0.06
THIRUVAMBADY,32,8,Sunny. V. Joseph,Independent,1800,47,1847,1.29
KONDOTTY,33,1,T V IBRAHIM,Indian Union Muslim League,81259,1500,82759,50.42
KONDOTTY,33,2,SIVADASAN T,Bahujan Samaj Party,893,15,908,0.55
KONDOTTY,33,3,SHEEBA UNNIKRISHNAN,Bharatiya Janata Party,10904,210,11114,6.77
KONDOTTY,33,4,Razak PALERI,Welfare Party Of India,2505,74,2579,1.57
KONDOTTY,33,5,C V IBRAHIM S/o MUHAMMED,Independent,230,3,233,0.14
KONDOTTY,33,6,KATTUPARUTHY SULAIMAN HAJI,Independent,64015,1078,65093,39.66
KONDOTTY,33,7,SULAIMAN HAJI,Independent,893,12,905,0.55
KONDOTTY,33,8,NOTA,None of the Above,552,2,554,0.34
ERANAD,34,1,Adv. C. Dinesh,Bharatiya Janata Party,6509,174,6683,4.66
ERANAD,34,2,P.K. Basheer,Indian Union Muslim League,75952,2124,78076,54.49
ERANAD,34,3,Velayudhan,Bahujan Samaj Party,1227,20,1247,0.87
ERANAD,34,4,K.T. Abdurahiman,Independent,54218,1312,55530,38.76
ERANAD,34,5,Adv. Sebastian,Independent,1077,23,1100,0.77
ERANAD,34,6,NOTA,None of the Above,626,10,636,0.44
NILAMBUR,35,1,ADV. T. K ASHOKKUMAR,Bharatiya Janata Party,8440,155,8595,4.96
NILAMBUR,35,2,ADV: V.V. PRAKASH,Indian National Congress,76713,1814,78527,45.34
NILAMBUR,35,3,ANILA MATHEW,Indian Christian Secular Party,501,8,509,0.29
NILAMBUR,35,4,K. BABU MANI,SOCIAL DEMOCRATIC PARTY OF INDIA,3249,32,3281,1.89
NILAMBUR,35,5,P.V. ANVAR,Independent,79505,1722,81227,46.9
NILAMBUR,35,6,SAJADURAHMAN.C.P,Independent,554,5,559,0.32
NILAMBUR,35,7,NOTA,None of the Above,499,8,507,0.29
WANDOOR,36,1,A P ANILKUMAR,Indian National Congress,85776,1639,87415,51.44
WANDOOR,36,2,MIDHUNA P,Communist Party of India  (Marxist),70548,1304,71852,42.28
WANDOOR,36,3,Dr. P C VIJAYAN,Bharatiya Janata Party,6929,128,7057,4.15
WANDOOR,36,4,KRISHNAN C,Welfare Party Of India,2843,100,2943,1.73
WANDOOR,36,5,NOTA,None of the Above,660,4,664,0.39
MANJERI,37,1,NAZAR DEBONA,Communist Party of India,62881,1382,64263,40.93
MANJERI,37,2,P.R. RASMIL NATH,Bharatiya Janata Party,11030,320,11350,7.23
MANJERI,37,3,Adv. U.A. LATHEEF,Indian Union Muslim League,77384,1452,78836,50.22
MANJERI,37,4,PALATHINGAL ABOOBACKER,Independent,1332,9,1341,0.85
MANJERI,37,5,NOTA,None of the Above,1185,17,1202,0.77
PERINTHALMANNA,38,1,NAJEEB KANTHAPURAM,Indian Union Muslim League,75264,1266,76530,46.21
PERINTHALMANNA,38,2,SUCHITHRA,Bharatiya Janata Party,7846,175,8021,4.84
PERINTHALMANNA,38,3,ADV ABDUL AFSAL P T,Independent,897,9,906,0.55
PERINTHALMANNA,38,4,NAJEEB KUTTEERI,Independent,822,6,828,0.5
PERINTHALMANNA,38,5,MUSTHAFA  S/o MUHAMMED,Independent,469,2,471,0.28
PERINTHALMANNA,38,6,MUSTHAFA P K   S/o SAIDALAVI,Independent,738,12,750,0.45
PERINTHALMANNA,38,7,MUHAMMED MUSTHAFA K P,Independent,747,4,751,0.45
PERINTHALMANNA,38,8,K P M MUSTHAFA   S/o MUHAMMEDALI HAJI,Independent,75067,1425,76492,46.19
MANKADA,39,1,MANJALAMKUZHI ALI,Indian Union Muslim League,81273,1958,83231,49.46
MANKADA,39,2,SAJESH ELAYIL,Bharatiya Janata Party,6469,172,6641,3.95
MANKADA,39,3,Adv. T.K. RASHEEDALI,Communist Party of India  (Marxist),75322,1663,76985,45.75
MANKADA,39,4,ALI S/o ALAVI HAJI,Independent,193,0,193,0.11
MANKADA,39,5,ALI S/o MUSTHAFA,Independent,345,5,350,0.21
MANKADA,39,6,M.ALI,Independent,81,5,86,0.05
MANKADA,39,7,RASHEEDALI S/o MAMMUNNI,Independent,168,15,183,0.11
MANKADA,39,8,NOTA,None of the Above,590,9,599,0.36
MALAPPURAM,40,1,PALOLI ABDURAHIMAN,Communist Party of India  (Marxist),56814,1144,57958,35.82
MALAPPURAM,40,2,P. UBAIDULLA,Indian Union Muslim League,91470,1696,93166,57.57
MALAPPURAM,40,3,PRASOBH .T,Bahujan Samaj Party,319,2,321,0.2
MALAPPURAM,40,4,AREEKKAD SETHUMADHAVAN,Bharatiya Janata Party,5755,128,5883,3.64
MALAPPURAM,40,5,E.C. AYISHA,Welfare Party Of India,3090,104,3194,1.97
MALAPPURAM,40,6,T.K. BOSE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),309,0,309,0.19
MALAPPURAM,40,7,NOTA,None of the Above,983,11,994,0.61
VENGARA,41,1,KEERAN,Bahujan Samaj Party,1057,3,1060,0.81
VENGARA,41,2,P.K KUNJHALIKUTTY,Indian Union Muslim League,69283,1098,70381,53.5
VENGARA,41,3,P. JIJI,Communist Party of India  (Marxist),39150,635,39785,30.24
VENGARA,41,4,PREMAN MASTER,Bharatiya Janata Party,5853,115,5968,4.54
VENGARA,41,5,ANANNYAHKUMARI ALEX,Democratic Social Justice Party,132,3,135,0.1
VENGARA,41,6,E.K. KUNHAHAMEDKUTTY MASTER,Welfare Party Of India,1984,67,2051,1.56
VENGARA,41,7,ADIL ABDURAHIMAN THANGAL,Independent,124,5,129,0.1
VENGARA,41,8,SABAH KUNDUPUZHAKKAL,Independent,11149,106,11255,8.56
VALLIKKUNNU,42,1,ABDUL HAMEED MASTER,Indian Union Muslim League,70342,1481,71823,47.43
VALLIKKUNNU,42,2,PEETHAMBARAN PALAT,Bharatiya Janata Party,19304,549,19853,13.11
VALLIKKUNNU,42,3,SASI KIZHAKKAN,Bahujan Samaj Party,845,36,881,0.58
VALLIKKUNNU,42,4,Prof. A.P. ABDUL VAHAB,Indian National League,56401,1306,57707,38.11
VALLIKKUNNU,42,5,NOTA,None of the Above,1141,9,1150,0.76
TIRURANGADI,43,1,K P A MAJEED,Indian Union Muslim League,72579,920,73499,49.74
TIRURANGADI,43,2,ABDUL MAJEED PANAKKAL,Bahujan Samaj Party,300,3,303,0.21
